,OBJECTID,siteNo,location,SiteID,Easting,Northing,Current_,pollutants,InstrumentID,Exposure,tube_kerb,rec_kerb,comments,AQMA,Detailed_Location,Tube_Height,Elevation,Grid_ID,LocationClass,LAQM_Locationclass,Survey,RouteID,RouteSequenceID,Description,DateStart,DateEnd,Colocated,Duplicate_Triplicate,obstruction_m,obstruction_lt,inlet_flow_clear,junction_m,longitude,latitude
352,353,BM1,5102 façade,363,359075,173613,Yes,NO2,1,Yes,3.0,3.0,,Yes,on overhanging railings facing bear pit inbound lane,2.7,14.9,57.0,Urban Traffic,Roadside,BROADMEAD,,,,,,,,1.0,Yes,Yes,16.0,-2.5904508343277635,51.46000201860569
353,354,BM2,St. Matthias House façade,364,359528,173347,No,NO2,1,Yes,25.0,25.0,Bond St kerbside,Yes,,,10.7,57.0,Urban Traffic,Roadside,BROADMEAD,,,,,,,,,No,No,,-2.583900235979459,51.45764303127193
354,355,BM3,Unite façade,365,359520,173264,No,NO2,1,Yes,10.0,10.0,,Yes,between square panels on building façade access through flowerbed,1.8,11.5,57.0,Urban Traffic,Roadside,BROADMEAD,,,,,,,,,No,No,,-2.5840058707362235,51.456896172528815
355,356,BM4,Broad Weir post development,366,359380,173270,No,NO2,1,Yes,,,,Yes,,,10.4,57.0,Urban Traffic,Roadside,BROADMEAD,,,,,,,,,No,No,,-2.5860214525894945,51.45694004613227
356,357,BM5,River Street facade 1,367,359663,173442,No,NO2,1,Yes,100.0,100.0,,Yes,,,10.5,57.0,Urban Traffic,Roadside,BROADMEAD,,,,,,,,,No,No,,-2.5819681171197044,51.45850688943252
357,358,BM6,River Street facade 2,368,359728,173516,No,NO2,1,Yes,15.0,15.0,Re: Wade St,Yes,,,10.3,57.0,Urban Traffic,Roadside,BROADMEAD,,,,,,,,,No,No,,-2.581041038449675,51.45917689894401
358,359,BM7,Wellington Road post development,369,359687,173532,No,NO2,1,Yes,,,,Yes,,,9.7,57.0,Urban Traffic,Roadside,BROADMEAD,,,,,,,,,No,No,,-2.5816329704675147,51.45931783011754
359,360,BM8,Great George Street lamppost,370,359775,173513,Yes,NO2,1,Yes,2.0,2.0,,Yes,lampost on JD Brittan butcher shop façade,2.5,11.4,57.0,Urban Traffic,Roadside,BROADMEAD,,,,,,,,1.0,No,Yes,128.0,-2.580364235719915,51.45915328091228
360,361,BM9,Lamb Street façade,371,359813,173373,Yes,NO2,1,Yes,1.0,15.0,,Yes,on lamppost near entrance to haviland house,2.6,14.7,57.0,Urban Traffic,Roadside,BROADMEAD,,,,,,,,3.0,No,Yes,89.0,-2.5798013916761766,51.45789720012195
361,362,BM10,Avon Street Temple Way junction post development,372,359532,172846,No,NO2,1,No,,,,No,,,10.1,49.0,Urban Traffic,Roadside,BROADMEAD,,,,,,,,,No,No,,-2.5837853271705256,51.45313863774818
362,363,BM11,123 Newfoundland Street façade,373,359747,173774,Yes,NO2,1,Yes,17.0,17.0,To Newfoundland Way kerbside. 2m to NFL Rd,Yes,on Give Way sign,2.1,10.4,57.0,Urban Traffic,Roadside,BROADMEAD,,,,,,,,1.0,No,Yes,193.0,-2.5807970072165762,51.46149802931238
363,364,BM12,St. Paul Street,374,359509,173595,Yes,NO2,1,Yes,8.0,8.0,6/6 to NFL Way,Yes,on lamppost at junction of st pauls street with newfoundland way,2.3,10.6,57.0,Urban Traffic,Roadside,BROADMEAD,,,,,,,,2.0,No,Yes,15.0,-2.584202125312944,51.45987152926584
364,365,BM13,Newfoundland Road Police Station,375,359645,173683,No,NOX NO2 NO,2,Yes,,,5 metres from newf. Way kerb,Yes,,,10.5,,Urban Traffic,Roadside,Roadside Continuous,,,,1104537600000.0,1451520000000.0,,,,No,No,,-2.5822547416000647,51.46067252275917
365,366,LHUK,Hallen,376,354383,179766,No,Lead,3,No,,,,No,,,6.8,,Rural Industrial,Industrial,Lead  HM UK,,,,,,,,,No,No,,-2.6587801260686,51.514963078862294
366,367,UWE1,A4174 UWE,377,362335,178621,No,NOX NO2 NO,2,No,,,,No,,,57.9,,Urban Traffic,Roadside,Roadside Continuous,,,,,,,,,No,No,,-2.544065382732682,51.50525652733726
367,368,NRA1,Easton Business Park,378,360609,173896,No,NOX NO2 NO,2,Yes,,,,No,,,13.9,,Urban Background,Urban background,Background Continuous,,,,,,,,,No,No,,-2.5684033184437385,51.462655852072366
368,369,NRA2,Dundry,379,355450,166620,No,NOX NO2 NO,2,No,,,,No,,,228.2,,Urban Background,Urban background,Background Continuous,,,,,,,,,No,No,,-2.641743669229477,51.39685218394142
369,370,BM14,Orange Street Façade,380,359568,173670,No,NO2,1,Yes,2.0,10.0,,Yes,,,11.2,57.0,Urban Traffic,Roadside,BROADMEAD,,,,,,,,,No,No,,-2.583361534487308,51.460550117798576
370,371,BZL WW,No. 6 Borewell,381,353272,179242,No,SO2,2,No,,,,No,,,7.0,,Urban Industrial,Industrial,BZL Continuous,,,,,,,,,No,No,,-2.67472047753152,51.510160730626865
371,372,BZL WW2,Wessex Water,382,353292,179264,No,PM,2,No,,,,No,,,7.2,,Urban Industrial,Industrial,BZL Continuous,,,,,,,,,No,No,,-2.6744352270050524,51.51036018697231
372,373,BZL WW3,No. 6 Borewell,383,353288,179264,No,MET,5,No,,,,No,,,7.1,,Urban Industrial,Industrial,BZL Continuous,,,,,,,,,No,No,,-2.6744928625516136,51.51035985487256
373,374,BZL A&W,Anstee and Ware,384,351698,178902,No,HM,3,No,,,,No,,,7.2,,Urban Industrial,Industrial,BZL Heavy Metals,,,,,,,,,No,No,,-2.697352668971028,51.506971038836994
374,375,BZL AD,Atwood Drive,385,354679,178893,No,HM,3,No,,,,No,,,7.2,,Urban Background,Urban background,BZL Heavy Metals,,,,,,,,,No,No,,-2.654401983927133,51.50713808796197
375,376,SEVALCO,Sevalco Roadside,386,353461,181677,No,SO2,2,Yes,,,,No,,,6.4,,Urban Background,Urban background,Industrial Continuous,,,,,,,,,No,No,,-2.672320489670088,51.532068962498826
376,377,HA_NEW_1,Start of Cutting Northbound carriageway Hallen Large Lamppost,387,355431,179992,No,NO2,1,No,,,,No,,,33.3,130.0,Urban Traffic,Roadside,Highways Agency,,,,,,,,,No,No,,-2.643706476896052,51.51707903826317
377,378,HA_NEW_2,Property Boundary Oakhill Lane M5 South carriageway rear garden,388,355319,179836,No,NO2,1,No,,,,No,,,16.3,130.0,Urban Traffic,Roadside,Highways Agency,,,,,,,,,No,No,,-2.645300713288271,51.51566758641792
378,379,HA_NEW_3,Station Road facing Mway closest property to carriageway,389,349735,175452,No,NO2,1,Yes,,,,No,,,9.6,0.0,Urban Traffic,Roadside,Highways Agency,,,,,,,,,No,No,,-2.725140191738102,51.47578157803396
379,380,HA_NEW_4,Station road two doors down from HA-NEW-3,390,349759,175408,No,NO2,1,Yes,,,,No,,,10.3,0.0,Urban Traffic,Roadside,Highways Agency,,,,,,,,,No,No,,-2.7247883769167394,51.47538812437097
380,381,HA_NEW_5,Junction of priory road with station road Lamppost,391,349769,175459,No,NO2,1,Yes,,,,No,,,9.2,0.0,Urban Traffic,Roadside,Highways Agency,,,,,,,,,No,No,,-2.724651678204164,51.47584754508454
381,382,HA_NEW_6,Cole Acre North of M5 over footbridge Lamppost,392,349600,175593,No,NO2,1,Yes,,,,No,,,8.5,0.0,Urban Traffic,Roadside,Highways Agency,,,,,,,,,No,No,,-2.7271040287388106,51.47703721472882
382,383,HA_NEW_7,Substation Post Nearest M5 Station Road,393,349737,175488,No,NO2,1,No,,,,No,,,8.7,0.0,Urban Traffic,Roadside,Highways Agency,,,,,,,,,No,No,,-2.7251165368874877,51.47610542325394
383,384,SEVALCO NORTH,Sevalco North (on site),394,353840,181923,No,SO2,2,No,,,,No,,,8.2,,Urban Industrial,Industrial,Industrial Continuous,,,,,,,,,No,No,,-2.6668894842461484,51.53431197704922
384,385,Shiners,Shiner's Garage,395,361000,173352,No,NOX NO2 NO,2,Yes,,,5 metres from A420 kerb,Yes,,,19.4,,Urban Traffic,Roadside,Roadside Continuous,,,,1088035200000.0,1357257600000.0,,,,No,No,,-2.562715138957263,51.457791685263544
385,386,pda27,Avonmouth Rd No 28 on facia,396,352593,177673,No,NO2,1,Yes,7.0,7.0,,No,downpipe by front door,1.9,7.2,101.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.6842920363711995,51.495997564902645
386,387,pda28,facade avonmouth road underpass - house to SE,397,352578,177637,No,NO2,1,Yes,12.0,12.0,,No,facade avonmouth road underpass - house to SE,1.7,7.0,101.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.684503231032343,51.49567263755888
387,388,pda29,Avonmouth Rd No 31 on facia,398,352501,177698,No,NO2,1,Yes,10.0,10.0,,No,Avonmouth Rd No 31 on facia,1.7,7.0,101.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.6856205784846443,51.49621458062661
388,389,pda30,facade house on portway M5 underpass,399,352280,177370,No,NO2,1,Yes,,,,No,,,7.6,101.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.688759231445612,51.49324696067631
389,390,pda31,facade west town lane M5 underpass,400,352278,177261,No,NO2,1,Yes,,,,No,,,8.8,101.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.688773214505766,51.49226680777461
390,391,pda32,facade ashton road - house closest UP,401,356735,171511,No,NO2,1,Yes,,,,No,,,7.2,38.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.6238730427071917,51.440927732135385
391,392,pda15,Bath Rd No 23 lamppost 48 (opp Book Barn),402,360493,171673,No,NO2,1,Yes,3.0,5.0,,No,,,20.8,42.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.569824619558006,51.44266009106057
392,393,pda18,Lamp post 48 230 Bath Road,403,360508,171676,Yes,NO2,1,Yes,2.0,2.0,,Yes,On lamp post on the side of the road with the houses - outside No. 230.  Parking on street. ,2.8,19.9,42.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,1.0,No,Yes,255.0,-2.569609138020519,51.44268811519855
393,394,pda12,shiners garage triplicate QAQC tubes contin,404,361021,173351,No,NO2,1,Yes,,,,No,,,19.6,59.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.562412779657948,51.45778414182584
394,395,pda13,Whitehall Rd/Easton Rd lamppost 4TZ,405,361051,173743,Yes,NO2,1,Yes,1.0,2.0,,Yes,On lamp post opposite  Easton Road junction (opposite rail bridge) - tubes behind an attached road sign.  Difficulty parking.,2.5,19.1,59.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,1.0,No,Yes,1.0,-2.5620241957610603,51.46131078275401
395,396,pda14,Whitehall Rd lamppost 17 nr juction with Chalks Rd,406,361576,173806,Yes,NO2,1,Yes,2.0,2.0,,Yes,On lamp post next to billboard behind attached road sign on junction between Whitehall and Chalk Road.  Difficulty parking.,2.3,30.5,59.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,1.0,Yes,No,25.0,-2.554474273381457,51.461913113538955
396,397,pda22,lamppost sussex place,407,359829,174370,Yes,NO2,1,Yes,1.8,8.5,,Yes,On lamp post No. 23 outside house No. 14,3.2,14.9,67.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,6.0,No,Yes,35.0,-2.579684589088057,51.46686272655781
397,398,pda9,Cotham Brow/Cheltenham Rd existing site junction,408,358867,174572,No,NO2,1,Yes,,,,No,,,28.8,66.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.593556669745938,51.468609553541945
398,399,pda10,facade cotham brow arches elysee guest house,409,358871,174656,No,NO2,1,Yes,,,,No,,,26.0,66.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.59350890929057,51.46936509537074
399,400,pda11,facade cotham girls school cheltenham rd,410,359014,174475,No,NO2,1,Yes,4.0,4.0,tube further back than adjacent poss acommodation,Yes,,,29.0,67.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.591429137563103,51.46774813265903
400,401,pda23,facade 21 bath buildings,411,359129,174308,No,NO2,1,Yes,,,,No,,,21.5,67.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.589754226968212,51.46625494827584
401,402,pda24,facade cromwell road west,412,358973,174654,No,NO2,1,Yes,,,,No,,,30.2,66.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.592040248429614,51.46935454963561
402,403,pda19,Wells Rd bus lane sign just below junction with Knowle Rd,413,360043,171508,Yes,NO2,1,Yes,3.0,7.0,,Yes,On back of Bus Taxi Cycle lane sign,3.2,48.3,42.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,4.0,No,Yes,243.0,-2.5762804340612657,51.44114488211999
403,404,pda20,facade junction brecknock road with a37,414,360228,171341,No,NO2,1,Yes,,,,No,,,59.9,42.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.573599895926378,51.439656464701415
404,405,pda16,facade junction hengrove road with a37,415,360563,170934,No,NO2,1,Yes,,,,No,,,71.4,32.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.568734550888664,51.436020608331994
405,406,pda17,Wells Rd - Knowle shopping centre lamppost 41 (outside Miss Millies),416,360810,170488,No,NO2,1,Yes,3.0,3.0,,Yes,,,68.6,32.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.5651315059211806,51.43202771447131
406,407,pda21,St John's Lane No 26 lamppost 15 (just past roundabout),417,359635,171413,Yes,NO2,1,Yes,1.0,1.0,,Yes,Lamp post outside 26 St Johns Lane (parking in bus stop),3.2,18.3,41.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,1.0,Yes,Yes,56.0,-2.582139627451474,51.44026172830578
407,408,pda1,Bedminster Down Rd lamppost between Ashton Motors & Plough PH,418,357737,170642,Yes,NO2,1,Yes,2.0,2.0,,Yes,On one way sign post outside the Old Plough (parking on pavement),2.8,23.8,29.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,1.0,Yes,Yes,30.0,-2.6093544755770486,51.43319095432308
408,409,pda2,Parson St lamppost outside Bristol Scuba,419,357832,170686,Yes,NO2,1,Yes,0.5,4.5,,Yes,On 30 sign on junction with Temple Street and Parson Street,2.8,23.1,29.0,Urban Traffic,Kerbside,Post DA Facades,,,,,,,,1.0,No,Yes,15.0,-2.607993206444486,51.43359367276595
409,410,pda3,North St/Dean Lane on roundabout sign,420,358277,171562,Yes,NO2,1,Yes,1.0,2.0,,Yes,Outside the Bay Bar and Kitchen on roundabout sign hidden behind sign,2.8,11.4,40.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,1.0,No,Yes,3.0,-2.6016946298198658,51.44150252005292
410,411,pda33,North St/Langton Park T junction,422,358168,171525,No,NO2,1,Yes,1.0,1.0,,Yes,On junction by Barbers on no through rouad sign,2.4,13.2,40.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.6032584687699525,51.441161790403015
411,412,pda4,facade BRI children's,423,358623,173386,Yes,NO2,1,Yes,13.0,13.0,,Yes,on square drainpipe near fire cabinet,2.0,27.2,56.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,1.0,Yes,No,28.0,-2.5969298864918815,51.457927964902254
412,413,pda5,facade BRI main building,424,358707,173504,No,NO2,1,Yes,10.0,10.0,,Yes,,,22.9,56.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.5957347363481476,51.45899510887161
413,414,pda25,Ashley Rd P sign outside International Market (nr Dalrymple Rd),425,359318,174162,No,NO2,1,Yes,3.0,0.0,,Yes,Behind parking sign outside Internation Market.,2.4,23.1,67.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.5870166521652482,51.4649558866608
414,415,pda26,City Rd/Ashley Rd lamppost No 16,426,359517,174153,No,NO2,1,No,1.0,6.0,,Yes,Opposite blocked off end of William Street on black lamp post. ,2.4,17.0,67.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.5841510378553543,51.46488929614172
415,416,pda7,Fishponds Rd lamppost 37 outside PO (just before Oakdene Ave),427,361993,175096,No,NO2,1,Yes,4.0,4.0,,Yes,,,43.1,82.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.548611365857152,51.4735398155148
416,417,pda8,Fishponds Rd/Elmgrove Rd lamppost 53 (outside video centre),428,362542,175361,No,NO2,1,Yes,,,,Yes,,,54.8,83.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.540735598059096,51.475959130381696
417,418,pda6,facade villiers road stapleton road junction,429,360484,174097,Yes,NO2,1,Yes,6.0,6.0,,Yes,On lefthand side of Stapleton Road when moving away from Easton Way by bus stop and restaurant/café. Difficulty Parking. Lamppost 17 206 stapleton roa,2.6,12.3,68.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,1.0,Yes,Yes,121.0,-2.5702250470608017,51.46445435847903
418,419,HS157,Gaol Ferry Bridge,430,358437,172079,No,NO2,1,No,,,,No,,,13.6,48.0,Urban Traffic,Roadside,harbourside (DT),,,,,,,,,No,No,,-2.599453193014993,51.44616268989063
419,420,HS158,Cannon's Road,431,358317,172441,No,NO2,1,No,,,,No,,,9.6,48.0,Urban Traffic,Roadside,harbourside (DT),,,,,,,,,No,No,,-2.6012223385964837,51.44940859904364
420,421,PS4_1_BTX,16 Lower Ashley Road,432,359904,174315,No,BTX,1,Yes,2.0,2.0,,Yes,,,12.6,,Urban Traffic,Roadside,BTX Additions April 2005,,,,,,,,,No,No,,-2.578598683062464,51.466373537592624
421,422,pda2_BTX,Bristol Scuba,433,357827,170705,No,BTX,1,Yes,,,,Yes,,,22.6,,Urban Traffic,Roadside,BTX Additions April 2005,,,,,,,,,No,No,,-2.6080674045400425,51.433764126145526
422,423,pda13_BTX,Whitehall Rd/Easton Rd lamppost 4TZ,434,361060,173746,No,BTX,1,Yes,3.0,3.0,,Yes,,,19.5,,Urban Traffic,Roadside,BTX Additions April 2005,,,,,,,,,No,No,,-2.5618949817744006,51.46133837579194
423,424,OM_BTX,Old Market,435,359577,173163,No,BTX,1,No,,,,Yes,,,14.0,,Urban Traffic,Roadside,QAQC,,,,,,,,,No,No,,-2.5831739784339502,51.45599213461197
424,425,QAQC2_1,Shiners Garage,436,361014,173353,Yes,NO2,1,Yes,3.0,3.0,,Yes,On lamp post with Shopping Local sign in centre of Shiners frontage.,2.5,19.4,59.0,Urban Traffic,Roadside,Roadside,,,,,,,,1.0,Yes,Yes,13.0,-2.562513749677538,51.45780164191159
425,426,QAQC2_2,Almondsbury School,437,360237,183958,No,NO2,1,Yes,,,,No,,,43.1,0.0,Rural Industrial,Industrial,QAQC,,,,,,,,,No,No,,-2.574897107857412,51.55309786673107
426,427,QAQC2_3,A37 Junction w/ Airport Road,438,360903,170024,Yes,NO2,1,Yes,1.0,10.0,270,Yes,Above air quality monitoring unit at Roys Autos junction of Wells Road and Airport Road.,2.4,35.0,32.0,Urban Traffic,Kerbside,QAQC,,,,,,270.0,T,3.0,No,Yes,1.0,-2.5637420738696934,51.4278622149951
427,428,QAQC2_4,Parson Street School,439,358042,170582,Yes,NO2,1,Yes,4.0,4.0,215,Yes,behind green box,1.5,14.9,30.0,Urban Traffic,Roadside,QAQC,,,,,,215.0,T,1.0,Yes,No,95.0,-2.604960010761926,51.43267429331247
428,429,QAQC2_5,Littlestoke Parish Hall,440,361660,180900,No,NO2,1,Yes,,,,No,,,55.6,0.0,Urban Background,Urban background,QAQC,,,,,,,,,No,No,,-2.554039520984241,51.52570164161562
429,430,QAQC2_6,Avon Probation Service,441,359645,173683,No,NO2,1,No,8.0,100.0,,Yes,behind green monitor box behind railings,2.7,10.5,57.0,Urban Traffic,Roadside,QAQC,,,,,,,,,No,No,,-2.5822547416000647,51.46067252275917
430,431,A_MET,Former Shell Tank Farm,442,353137,182078,No,MET,5,No,,,,No,,,7.7,,Rural Industrial,Industrial,Meteorology,,,,,,,,,No,No,,-2.6770446319342347,51.535647385204996
431,432,C_Met,CREATE Roof,443,356838,172209,No,RAIN RH TEMP SOLAR,6,No,,,,No,,,8.4,,Urban Background,Urban background,Meteorology,,,,,,,,,No,No,,-2.622476440420217,51.447211396059075
432,433,pda_27,13 Passage Road,444,357246,177561,No,NO2,1,Yes,,,,No,,,30.4,,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.6172552702956153,51.49536288848121
433,434,CHR1,CH Ramp North,445,358316,174656,No,NO2,1,No,,,,No,,,48.2,66.0,Urban Traffic,Roadside,Council House Ramp,,,,,,,,,No,No,,-2.6014988721420242,51.46932431032891
434,435,CHR2,Council House Ramp South,446,358272,172723,No,NO2,1,No,,,,No,,,17.0,48.0,Urban Traffic,Roadside,Council House Ramp,,,,,,,,,No,No,,-2.6019031631453124,51.45194080210739
435,436,A4_Nox,Bath Road,447,360385,171660,No,NOX NO2 NO,2,Yes,,,5 metres kerb A4,Yes,,,23.1,,Urban Traffic,Roadside,Roadside Continuous,,,,1130544000000.0,1357257600000.0,,,,No,No,,-2.5713770437173356,51.44253563023834
436,437,AR1,Economy Cars,448,360385,171660,No,NO2,1,No,5.0,6.0,,Yes,Above and immediately right of air monitoring unit at Arena site. Parking on Bath Road.,1.5,23.1,42.0,Urban Traffic,Roadside,QAQC,,,,,,,,,No,No,,-2.5713770437173356,51.44253563023834
437,438,Eastgate1,Eastgate Market,449,360522,175107,No,NO2,1,Yes,,,,Yes,,,20.8,81.0,Urban Traffic,Roadside,Eastgate Development,,,,,,,,,No,No,,-2.5697911616503264,51.47353804172928
438,439,IM1,Industrial Museum,450,358466,172226,No,SO2,2,Yes,,,,No,,,8.2,,Urban Industrial,Industrial,Industrial Continuous,,,,,,,,,No,No,,-2.5990531294679786,51.44748651673968
439,440,LHM_Hallen,Hallen Village,451,355077,180058,No,Lead,1,Yes,,,,No,,,7.8,,Urban Traffic,Roadside,Lead  HM UK,,,,,,,,,No,No,,-2.648816518626915,51.517644259657565
440,441,NAT,AURN St Pauls,452,359488,173924,Yes,NOX NO2 NO PM2.5 PM10 O3,2,Yes,,,,Yes,Car Park of nursery Little Bishop Street,4.0,13.2,,Urban Background,Urban background,Background Continuous,,,The monitoring station is located within a self contained air conditioned unit within the car park of a day nursery. The monitoring station is approximately 30 metres south east of Wilder Street which is a lightly trafficked urban back street. The surrounding area is primarily residential with some commercial premises in the immediate vicinity.,1150329600000.0,,,,1.0,Yes,No,185.0,-2.584542173580753,51.46282818704422
441,442,BTX_ASH_1,Exclusively Yours LAR,453,359866,174323,No,BTX,1,Yes,,,,Yes,,,14.0,,Urban Traffic,Roadside,BTX Additions April 2005,,,,,,,,,No,No,,-2.5791466123946045,51.466442766327134
442,443,BTX_ASH_2,Teoh's LAR,454,359965,174305,No,BTX,1,Yes,,,,Yes,,,10.9,,Urban Traffic,Roadside,BTX Additions April 2005,,,,,,,,,No,No,,-2.5777194384477204,51.46628795635799
443,444,AURN_QAQC,St. Pauls Day Nursery,455,359487,173924,Yes,NO2,1,No,4.0,10.0,452,Yes,On green groundhog container within school car park. ,2.8,13.2,57.0,Urban Background,Urban background,QAQC,,,,,,452.0,T,1.0,Yes,No,185.0,-2.584556567599703,51.46282811520338
444,445,BroadmeadQA,Newfoundland Way Police Station,456,359644,173681,No,NO2,1,Yes,,,,Yes,,,10.6,57.0,Urban Traffic,Roadside,QAQC,,,,,,,,,No,No,,-2.5822689060994395,51.46065446842412
445,446,SB10,Holesmouth New,457,352147,180529,No,NO2,1,No,,,,No,,,7.0,136.0,Urban Traffic,Roadside,Seabank (DT),,,,,,,,,No,No,,-2.691105729453576,51.52163725111761
446,447,RQ1,62 Callington Road,458,361769,170390,No,NO2,1,Yes,,,,No,,,26.7,33.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,,No,No,,-2.5513263855350816,51.43121207021514
447,448,,Cheltenham Road \ Station Road,459,358925,174608,No,NO2,2,Yes,,,5 metres A38 arches,Yes,,,26.4,,Urban Traffic,Roadside,Roadside Continuous,,,,1214352000000.0,1325289600000.0,,,,No,No,,-2.59272590022497,51.46893746332238
448,449,QA CR,Cheltenham Road \ Station Road,460,358925,174608,No,NOX NO2 NO,1,Yes,1.0,100.0,,Yes,,,26.4,66.0,Urban Traffic,Roadside,QAQC,,,,,,,,,No,No,,-2.59272590022497,51.46893746332238
449,450,Millpond_1,Millpond School Fence,461,360381,174405,No,NO2,1,Yes,14.0,14.0,,Yes,To the right of the Blackboard on the bambo fence in corner near climbing wall (near road and conifers),1.7,12.4,68.0,Urban Traffic,Roadside,Millpond School,,,,,,,,,No,No,,-2.5717422417213625,51.467216454273306
450,451,Millpond_2,Millpond School play area,462,360385,174381,No,NO2,1,Yes,35.0,35.0,,Yes,On verander support in playground,2.3,13.1,68.0,Urban Traffic,Roadside,Millpond School,,,,,,,,,No,No,,-2.5716819650154132,51.46700094588352
451,452,BCC,Fishponds Road,463,362926,175590,Yes,NOX NO2 NO,2,Yes,3.0,3.0,S006,Yes,3 metres A432,1.5,58.5,,Urban Traffic,Roadside,Roadside Continuous,,,This site was established in March 2009 to monitor traffic pollution on the busy arterial route of Fishponds Road. Fishponds Road was identified as a polluted road in 2007 and was included in the air quality management area in 2008. The monitor provides high quality monitoring data to support future air quality assessment here and will enable us to tell if interventions on the road result in air quality improvements. The equipment used is an API T200 chemiluminescent Nox analyser.,1236902400000.0,,,,2.0,No,Yes,151.0,-2.5352309297907847,51.478043445807764
452,453,FR_QAQC,Fishponds Road,464,362927,175592,Yes,NO2,1,Yes,3.0,3.0,463,Yes,By air monitoring unit at Gala Bingo- parking in loading area,3.0,58.4,83.0,Urban Traffic,Roadside,QAQC,,,,,,463.0,T,2.0,No,Yes,151.0,-2.5352167419015728,51.478061493831255
453,454,USA2009_1,North Street School fence,465,357361,171713,No,NO2,1,Yes,3.0,8.0,To School building,Yes,,,11.2,39.0,Urban Traffic,Roadside,USA 2009,,,,,,,,,No,No,,-2.6148912161201765,51.44279157952951
454,455,USA2009_2,Savanna coffee drainpipe,466,357466,171622,No,NO2,1,Yes,2.0,2.0,,Yes,Next ot Savanna Coffee on no parking sign ,2.4,13.7,39.0,Urban Traffic,Roadside,USA 2009,,,,,,,,,No,No,,-2.613369622751169,51.44198133281036
455,456,USA2009_3,Strada Exeter Road,467,357568,171537,No,NO2,1,No,2.0,4.0,,Yes,Outside D R Butt on No Parking sign ,2.8,17.2,39.0,Urban Traffic,Roadside,USA 2009,,,,,,,,,No,No,,-2.6118920233717327,51.44122482425468
456,457,USA2009_4,façade of North Street near Myrtle Street,468,357839,171427,No,NO2,1,Yes,1.0,1.0,,Yes,,,19.7,39.0,Urban Traffic,Roadside,USA 2009,,,,,,,,,No,No,,-2.607980164508629,51.44025620174544
457,458,USA2009_5,Lamppost corner park avenue,469,359479,171114,No,NO2,1,Yes,1.0,4.0,,Yes,Black lampost on corner near outside stairs. ,2.8,20.0,41.0,Urban Traffic,Roadside,USA 2009,,,,,,,,,No,No,,-2.5843497522955303,51.43756233172123
458,459,USA2009_6,Victoria Park Primary,470,359213,170997,Yes,NO2,1,Yes,3.0,13.0,To School Buiding behind wall,Yes,Lampost by wall opposite St Johns Crescent (Parking in Crescent) ,3.2,15.5,31.0,Urban Traffic,Roadside,USA 2009,,,,,,,,1.0,Yes,Yes,81.0,-2.5881630637026727,51.43649126588975
459,460,USA2009_7,property façade nr. Paultow Road,471,358991,170997,No,NO2,1,Yes,2.0,2.0,,Yes,,,14.3,30.0,Urban Traffic,Roadside,USA 2009,,,,,,,,,No,No,,-2.591356789217074,51.43647518379148
